RT Treatment Days,RT Dose,Mean Treatment Time From Starting Tumour Size,Mean Treatment Time After Treatment Started,SD Treatment Time,TCP,List of Treatment Times
"[13, 15, 30]",[8.05304855 8.05304855 8.05304855],27.406372549019608,14.406372549019608,7.833973184866491,0.204,"[30.   15.   15.   30.   30.   15.   30.   38.8  30.   30.   30.   30.
 41.2  15.   30.   30.   30.   30.   30.   30.   15.   30.   38.   15.
 15.   15.   30.   30.   33.65 15.   15.   30.   30.   30.   30.   30.
 38.15 15.   30.   34.9  30.   15.   30.   30.   30.   30.   30.   30.
 15.   15.   15.   15.   30.   30.   30.   15.   30.   15.   30.   30.
 30.   15.   30.   38.55 30.   30.   30.   30.   30.   15.   44.4  32.25
 30.   30.   44.85 30.   30.   15.   30.   39.35 30.   30.   30.   30.
 30.   30.   30.   35.75 15.   45.85 15.   30.   30.   30.   15.   15.
 15.   30.   30.   30.   30.   30.   30.   30.   30.   30.   30.   46.75
 30.   30.   15.   30.   30.   15.   30.   15.   15.   30.   15.   30.
 30.   30.   30.   30.   30.   15.   41.75 15.   15.   15.   30.   30.
 30.   30.   30.   30.   34.25 30.   30.   15.   30.   30.   30.   15.
 30.   30.   45.3  30.   15.   30.   30.   30.   30.   30.   30.   30.
 30.   30.   30.   30.   30.   30.   49.05 15.   15.   36.25 15.   30.
 30.   30.   30.   32.8  30.   30.   30.   15.   30.   30.   15.   15.
 15.   30.   38.75 30.   30.   15.   30.   15.   30.   15.   30.   44.05
 30.   15.   30.   36.25 30.   15.   30.   30.   30.   30.   30.   30.  ]"
"[13, 16, 17]",[8.05304855 8.05304855 8.05304855],19.644927536231883,6.644927536231883,7.763671803597578,0.207,"[17.   17.   17.   17.   17.   17.   16.   17.   17.   16.   17.   16.
 25.85 17.   17.   46.9  17.   17.   16.   17.   17.   17.   17.   17.
 17.   17.   17.   17.   35.25 17.   48.5  17.   17.   16.   17.   16.
 17.   17.   17.   17.   17.   17.   17.   17.   16.   17.   17.   17.
 17.   17.   16.   17.   17.   17.   17.   17.   27.05 42.55 35.1  16.
 16.   17.   17.2  17.   28.35 17.   17.   17.   17.   31.95 17.   17.
 17.   17.   17.   17.   17.   17.   17.   16.   17.   17.   36.6  16.
 17.   16.   44.55 16.   16.   17.   38.9  45.25 17.   16.   17.   17.
 17.   17.   17.   17.   17.   16.   17.   17.   16.   17.   17.   36.7
 16.   17.   16.   17.   17.   17.   16.   17.   17.   17.   35.65 16.
 16.   16.   16.   17.   16.   17.   17.   17.   17.   27.75 17.   17.
 17.   17.   48.8  16.   31.5  17.   17.   16.   46.45 41.75 17.   16.
 17.   16.   19.25 17.   17.   16.   46.75 16.   16.   16.   17.   17.
 17.   16.   17.   17.   16.   17.   17.   17.   17.   17.   17.   17.
 17.   17.   16.   17.   17.   39.   27.2  17.55 17.   33.35 16.   17.
 17.   16.   16.   17.   17.   17.   16.   17.   17.   17.   17.   17.
 17.   17.   17.   47.   17.   17.   48.9  37.8  17.   26.1  17.   17.
 17.   17.   17.  ]"
"[13, 16, 18]",[8.05304855 8.05304855 8.05304855],19.81485849056604,6.8148584905660385,6.758274347034634,0.212,"[18.   16.   18.   16.   18.   18.   18.   18.   18.   18.   18.   16.
 18.   18.   16.   18.   18.   16.   18.   16.   18.   18.   18.   18.
 18.   18.   18.   18.   18.   18.   16.   18.   42.6  18.   16.   18.
 18.   42.   18.   18.   40.3  18.   16.   16.   18.   18.   18.   23.35
 28.2  23.4  18.   16.   18.   18.   18.   18.   35.15 18.   18.   16.
 28.95 18.   18.   21.45 18.   18.   18.   16.   47.55 18.   18.   18.
 18.   18.   46.   18.   39.4  16.   18.   18.   18.   18.   18.   18.
 18.   18.   18.   18.   18.   18.   18.   18.   18.   16.   18.   48.5
 18.   18.   38.15 18.   18.   16.   18.   18.   16.   18.   16.   45.75
 18.   18.   18.   16.   18.   18.   18.   18.   18.   18.   18.   18.
 18.   18.   40.8  18.   18.   18.   18.   18.   18.   18.   18.   18.
 18.   18.   18.   18.   26.1  18.   18.   18.   18.   18.   16.   18.
 18.   18.   18.   18.   19.25 18.   18.   18.   18.   18.   18.   18.
 18.   18.   16.   18.   16.   18.   18.   18.   18.   18.   18.   47.85
 18.   18.   18.   18.   41.2  18.   18.   34.9  18.   18.   18.   18.
 18.   16.   16.   34.5  16.   16.   18.   18.   18.   18.   16.   18.
 18.   16.   18.   18.   18.   16.   18.   18.   16.   18.   35.7  18.
 18.   18.   18.   18.   18.   47.7  18.   16.  ]"
"[13, 16, 19]",[8.05304855 8.05304855 8.05304855],19.746542553191492,6.746542553191492,5.029278771449758,0.188,"[36.95 19.   19.   19.   19.   19.   19.   16.   19.   19.   19.   19.
 16.   19.   16.   34.6  22.85 19.   16.   16.   19.   19.   19.   19.
 19.   19.   19.   43.6  19.   19.   19.   16.   19.   43.3  19.   19.
 19.   19.   19.   19.   38.8  19.   19.   19.   19.   19.   19.   19.
 16.   38.15 19.   19.   19.   19.   19.   19.   19.   19.   19.   19.
 19.   19.   16.   24.15 19.   19.   19.   19.   24.6  34.65 19.   19.
 19.   19.   19.   19.   19.   19.   19.   19.   16.   19.   16.   16.
 19.   30.5  19.   19.   19.   16.   19.   19.   16.   19.   16.   19.
 16.   16.   19.   19.   16.   16.   47.65 19.   19.   19.   16.   19.
 19.   16.   19.   16.   19.   16.   19.   19.   16.   16.   19.   19.
 19.   19.   19.   16.   19.   19.   19.   19.   19.   19.   19.   19.
 19.   19.   19.   16.   33.05 19.   19.   19.   16.8  19.   16.   19.
 19.   16.   16.   19.   19.   19.   19.   16.   19.   19.   19.1  19.
 19.   19.   19.   19.   19.   19.   19.   16.   19.   19.   19.   16.
 19.   19.   33.45 21.4  19.   19.   36.5  19.   19.   24.2  19.   19.
 19.   19.   21.05 19.   16.   19.   16.   16.  ]"
"[13, 16, 20]",[8.05304855 8.05304855 8.05304855],20.81917808219178,7.81917808219178,5.77980441282216,0.219,"[20.   20.   20.   20.   20.   16.   20.   20.   32.85 46.4  16.   20.
 16.   20.   20.   20.   20.   20.   20.   20.   32.15 20.   16.   20.
 20.   16.   20.   20.   20.   16.   44.65 20.   20.   20.   20.   20.
 16.   20.   20.   20.   20.   20.   20.   16.   20.   20.   16.   20.
 20.   20.   20.   20.   20.   20.   20.   16.   20.   20.   20.   20.
 20.   20.   20.   20.   20.   20.   20.   20.   20.   35.35 20.   37.1
 16.   20.   20.   20.   20.   20.   20.   16.   20.   16.   16.   31.8
 16.   20.   41.05 20.   20.   30.65 20.   16.   16.   20.   20.   20.
 20.   20.   20.   20.   20.   20.   27.   20.   20.   40.95 20.   20.
 20.   20.   20.   20.   16.   20.   42.2  34.3  16.   23.6  20.   20.
 20.   20.   20.   16.   20.   16.   20.   20.   20.   20.   20.   20.
 16.   20.   41.55 16.   20.   48.   20.   20.   20.   16.   20.   16.
 31.5  20.   20.   16.   20.   20.   20.   16.   20.   20.   20.   20.
 16.   20.   20.   16.   20.   20.   20.   20.   20.   20.   20.   20.
 20.   20.   16.   20.   20.   20.   20.   20.   16.   37.25 19.8  20.
 20.   16.   20.   16.   20.   20.   20.   20.   20.   20.   48.35 20.
 20.   20.   16.   20.   20.   16.   20.   16.   16.   36.9  20.   16.
 20.   20.   20.   20.   20.   20.   16.   20.   20.   20.   20.   20.
 16.   16.   20.  ]"
"[13, 16, 21]",[8.05304855 8.05304855 8.05304855],21.46802884615385,8.46802884615385,4.984661517242229,0.208,"[45.7  16.   21.   21.   21.   21.   21.   21.   21.   21.   21.   21.
 21.   21.   21.   23.9  21.   21.   21.   21.   21.   21.   16.   21.
 21.   21.   21.   16.   21.   21.   16.   21.   21.   21.   21.   21.
 21.   21.   16.   16.   16.   21.   21.   21.   21.   21.   21.   21.
 21.   21.   21.   21.   16.   21.   32.6  21.   21.   21.   16.   21.
 21.   21.   21.   21.   21.   21.   16.   21.   21.   16.   16.   21.
 21.   21.   16.   16.   39.15 21.   21.   21.   21.   21.   21.   21.
 21.   21.   16.   21.   21.   16.   21.   21.   21.   21.   21.   16.
 21.   21.   16.   16.   21.   16.   21.   21.   21.   21.   21.   21.
 16.   21.   21.   21.   21.   38.3  21.   21.   41.3  21.   21.   21.
 21.   21.   21.   21.   21.   16.   21.   21.   21.   21.   21.   21.
 21.   21.   21.   29.5  21.   21.   21.   32.95 16.   21.   21.   21.
 44.3  32.95 21.   16.   24.5  26.5  21.   21.   21.   16.   21.   21.
 21.   21.   21.   21.   21.   29.95 21.   16.   16.   21.   21.   21.
 46.5  21.   21.   21.   21.   21.   21.   21.   21.   21.   38.05 21.
 21.   16.   21.   21.   21.   21.   21.   21.   21.   21.   16.   46.35
 21.   21.   27.85 21.   21.   21.   21.   25.   21.   21.   21.   21.
 21.   21.   16.   21.  ]"
"[13, 16, 22]",[8.05304855 8.05304855 8.05304855],21.942961165048544,8.942961165048544,5.416975875824863,0.206,"[22.   26.5  22.   22.   46.55 22.   16.   22.   22.   22.   22.   22.
 22.   22.   22.   22.   22.   22.   22.   16.   22.   22.   16.   22.
 22.   22.   16.   22.   22.   22.   22.   22.   16.   22.   22.   16.
 28.   22.   22.   22.   22.   22.   22.   22.   22.   16.   22.   22.
 22.   22.   22.   16.   22.   22.   22.   22.   22.   16.   22.   22.
 22.   31.1  22.   22.   22.   22.   16.   22.   46.35 22.   16.   22.
 16.   22.   33.55 22.   16.   22.   22.   22.   28.7  16.   22.   22.
 22.   22.   22.   22.   24.2  22.   22.   16.   22.   16.   31.2  22.
 22.   22.   22.   22.   16.   16.   16.   26.45 26.75 16.   22.   22.
 22.   22.   16.   22.   22.   22.   16.   25.85 22.   16.   16.   22.
 22.   22.   22.   22.   22.   47.7  16.   22.   22.   22.   16.   22.
 22.   22.   22.   16.   27.55 16.   43.1  22.   39.85 16.   32.4  22.
 45.7  22.   16.   22.   22.   16.   22.   43.35 26.95 22.   22.   22.
 16.   22.   16.   16.   22.   22.   16.   22.   22.   22.   22.   22.
 22.   22.   16.   22.   22.   22.   16.   22.   22.   16.   22.   22.
 22.   16.   22.   16.   16.   34.15 22.   22.   22.   22.8  16.   22.
 22.   22.   16.   22.   22.   25.5  22.   22.   16.   16.   22.   22.
 22.   22.  ]"
"[13, 16, 23]",[8.05304855 8.05304855 8.05304855],22.7745145631068,9.774514563106798,5.268763833876649,0.206,"[23.   23.   23.   16.   16.   23.   23.   23.   23.   23.   23.   23.
 23.   47.85 23.   23.   23.   23.   23.   23.   23.   23.   23.   23.
 23.   23.   23.   23.   23.   16.   23.   23.   23.   16.   16.   40.9
 23.   23.   23.   16.   16.   47.1  23.   23.   16.   40.1  23.   34.
 23.   23.   16.   23.   23.   23.   23.   23.   16.   23.   23.   16.
 16.   23.   23.   23.   23.   23.   23.   16.   23.   23.   23.   23.
 23.   23.   23.   16.   23.   23.   16.   23.   16.   45.65 23.   16.
 23.   23.   23.   23.   23.   23.   23.   16.   23.   23.   23.   16.
 23.   23.   23.   23.   23.   23.   23.   23.   23.   16.   42.55 23.
 23.   16.   16.   23.   23.   23.   23.   16.   23.   23.   23.   23.
 23.   23.   16.   23.   23.   23.   23.   23.   23.   23.   23.   16.
 23.   23.   23.   23.   23.   23.   23.   23.   16.   23.   23.   16.
 48.95 23.   27.85 23.   23.   16.   23.   23.   23.   23.   16.   23.
 23.   33.2  16.   23.   23.   23.   23.   16.   23.   23.   23.   23.
 23.   23.   23.   23.   23.   16.   23.   23.   23.   25.15 23.   16.
 33.05 23.   23.   23.   23.   23.   23.   23.   16.   23.   23.   23.
 23.   23.   23.   38.2  23.   16.   23.   23.   23.   23.   16.   23.
 23.   23.  ]"
"[13, 16, 24]",[8.05304855 8.05304855 8.05304855],23.177073170731703,10.177073170731703,4.991945827128687,0.205,"[24.   24.   24.   24.   24.   24.   24.   48.45 24.   24.   24.   24.
 24.   24.   41.9  24.   24.   24.   24.   24.   24.   24.   24.   24.
 24.   24.   24.   16.   24.   24.   16.   24.   24.   24.   16.   27.5
 24.   24.   24.   24.   16.   24.   24.   24.   27.05 24.   24.   33.5
 24.   24.   24.   24.   16.   16.   16.   24.   37.   16.   16.   24.
 24.   24.   16.   24.   24.   24.   24.   24.   24.   24.   16.   24.
 16.   16.   16.   24.   24.   24.   24.   24.   24.   24.   24.   24.
 24.   35.1  44.2  24.   24.   24.   24.   24.   16.   24.   24.   24.
 24.   16.   16.   24.   16.   25.2  24.   24.   24.   16.   16.   24.
 16.   24.   24.   24.   24.   24.   24.   24.   16.   24.   24.   16.
 24.   24.   24.   24.   24.   24.   24.   16.   24.   16.   16.   24.
 24.   24.   42.3  16.   24.   24.   24.   24.   35.6  24.   24.   16.
 24.   24.   24.   24.   16.   24.   16.   16.   24.   16.   24.   24.
 16.   16.   32.95 24.   24.   24.   24.   24.   24.   24.   24.   24.
 24.   24.   24.   24.   24.   24.   16.8  24.   24.   16.   24.   24.
 24.   24.   24.   16.   24.   24.   24.   24.   16.   24.   24.   16.
 24.   24.   24.   24.   24.   24.   16.   37.9  16.   24.   33.85 24.
 16.  ]"
"[13, 16, 25]",[8.05304855 8.05304855 8.05304855],24.237700534759362,11.237700534759362,6.107261703464054,0.187,"[25.   25.   25.   25.   16.   25.   42.65 25.   25.   25.   25.   25.
 16.   16.   25.   25.   25.   25.   25.   25.   25.   25.   25.   16.
 25.   16.   25.   25.   16.   25.   25.   25.   25.   16.   25.   25.
 25.   31.55 25.   25.   25.   25.   25.   25.   25.   25.   25.   25.
 16.   25.   25.   25.   25.   25.   25.   25.   25.   25.   46.5  25.
 25.   25.   46.45 25.   25.   16.   16.   16.   25.   16.   16.   16.
 25.   25.   25.   25.   25.   16.   25.   25.   44.2  16.   16.   25.
 25.   25.   25.   25.   25.   16.   25.   25.   25.   25.   25.   25.
 16.   25.   25.   25.   25.   16.   25.   25.   16.   25.   25.   25.
 37.15 40.9  25.   16.   25.   25.   25.   25.   25.   25.   41.05 25.
 16.   25.   41.1  16.   25.   25.   16.   25.   25.   16.   16.   25.
 25.   16.   35.2  45.2  29.35 16.   16.   25.   25.   41.25 16.   25.
 25.   16.   16.   16.   25.   25.   25.   16.   16.   16.   25.   25.
 25.   25.   25.   16.   16.   25.   26.   25.   25.   25.   25.   25.
 41.65 25.   25.   36.25 25.   25.   25.   25.   25.   16.   25.   25.
 25.   25.   25.   25.   16.   25.   25.  ]"
"[13, 16, 26]",[8.05304855 8.05304855 8.05304855],24.71142857142857,11.71142857142857,5.047407902142668,0.175,"[26.   26.   26.   26.   26.   26.   26.   26.   26.   16.   26.   26.
 26.   26.   16.   16.   26.   26.   26.   27.85 26.   26.   26.   26.
 26.   26.   26.   26.   16.   26.   26.   26.   26.   26.   16.   16.2
 34.55 26.   26.   26.   26.   26.   36.8  18.   16.   26.   26.   26.
 16.   16.   26.   26.   16.   26.   26.   26.   26.   26.   26.   16.
 26.   26.   26.   26.   16.   26.   26.   26.   26.   26.   26.   16.
 26.   26.   26.   33.35 31.6  26.   26.   26.   16.   26.   16.   26.
 26.   26.   16.   26.   26.   26.   16.8  40.3  26.   30.15 26.   26.
 26.   26.   26.   16.   26.   26.   37.8  16.   26.   26.   26.   26.
 26.   26.   26.   26.   26.   26.   26.   26.   26.   26.   16.   26.
 26.   42.9  16.   26.   26.   16.   16.   26.   26.   26.   26.   26.
 26.   16.   26.   26.   26.   26.   16.   44.5  26.   26.   26.   16.
 16.   26.   16.   26.   26.   26.   26.   26.   26.   26.   26.   26.
 16.   26.   16.   26.   26.   16.   26.   16.   26.   26.   26.   26.
 16.   26.   26.   26.   37.7  26.   26.  ]"
"[13, 16, 27]",[8.05304855 8.05304855 8.05304855],25.61046511627907,12.61046511627907,5.746531392020826,0.172,"[27.   27.   27.   27.   16.   27.   27.   27.   27.   29.05 35.6  27.
 27.   27.   27.   27.   16.   27.   16.   27.   27.   27.   16.   27.
 27.   27.   27.   27.   16.   27.   27.   27.   27.   16.   27.   16.
 27.   27.   16.   27.   27.   16.   27.   27.   27.   27.   27.   27.
 16.   48.25 27.   27.   34.8  27.   27.   27.   27.   27.   27.   27.
 27.   16.   16.   27.   27.   27.   27.   38.6  31.7  16.   16.   27.
 27.   27.   42.55 27.   27.   27.   27.   27.   27.   27.   27.   27.
 27.   16.   16.   16.   27.   27.   16.   27.   47.9  27.   27.   16.
 27.   27.   16.   27.   27.   16.   16.   16.   27.   16.   27.   27.
 27.   38.6  27.   16.   27.   27.   27.   27.   16.   27.   16.   27.
 27.   27.   27.   27.   27.   27.   16.   16.   27.   27.   27.   27.
 27.   27.   27.   27.   37.3  27.   27.   27.   27.   27.   27.   27.
 27.   27.   27.   27.   27.   16.   16.   27.   27.   27.   27.   27.
 27.   27.   27.   16.   27.   16.   27.   16.   27.   27.   34.3  27.
 27.   40.35 27.   27.  ]"
"[13, 16, 28]",[8.05304855 8.05304855 8.05304855],27.274736842105263,14.274736842105263,6.808898487637957,0.19,"[28.   37.   28.   28.   28.   28.   28.   28.   28.   26.6  16.   28.
 28.4  28.   28.   28.   28.   28.   28.   16.   28.   28.   28.   28.
 40.35 28.   28.   45.9  36.55 28.   28.   28.   28.   28.   28.   28.
 28.   28.   40.75 28.   28.   16.   28.   28.   28.   28.   16.   16.
 28.   28.   46.9  28.   28.   28.   28.   28.   16.   28.   28.   28.
 28.   28.   28.   16.   28.   28.   28.   28.   28.   24.9  28.   28.
 28.   28.   28.   28.   16.   16.   49.   28.   16.   28.   28.   28.
 16.   16.   28.   16.   46.35 28.   16.   28.   16.   32.3  28.   28.
 47.85 28.   28.   28.   42.05 28.   28.   28.   16.   28.   28.   28.
 28.   34.65 28.   28.   28.   28.   28.   28.   28.   28.   28.   16.
 16.   28.   21.75 28.   28.   16.   38.8  28.   28.   28.   28.   16.
 28.   28.   28.   16.   16.   28.   28.   28.   37.35 16.   28.   28.
 28.   28.   16.   28.   16.   28.   28.   28.   28.   28.   28.   16.
 28.   43.4  28.   28.   28.   16.   28.   28.   28.   16.   28.   28.
 28.   47.75 28.   35.95 28.   16.   28.   16.   28.   44.3  16.   16.
 28.   28.   35.9  28.   28.   45.45 28.   28.   28.   16.  ]"
"[13, 16, 29]",[8.05304855 8.05304855 8.05304855],26.89526627218935,13.89526627218935,6.271095151291738,0.169,"[29.   29.   37.6  29.   29.   29.   29.   29.   16.   16.   16.   29.
 29.   16.   29.   29.   29.   29.   35.7  29.   29.   29.   29.   29.
 29.   16.   29.   29.   16.   29.   38.7  29.   29.   29.   16.   29.
 29.   16.   16.   29.   29.   29.   29.   16.   29.3  16.   16.   29.
 29.   29.   29.   29.   29.   29.   29.   16.   29.   16.   43.5  16.
 30.3  34.95 29.   29.   29.   29.   34.35 29.   29.   29.   29.   29.
 29.   29.   29.   29.   29.   29.   29.   16.   16.   34.35 29.   29.
 29.   29.   16.   16.   16.   29.   29.   16.   29.   44.15 29.   29.
 29.   29.   29.   29.   29.   29.   29.   29.25 29.   29.   29.   16.
 16.   29.   29.   29.   29.   29.   29.   29.   16.   33.35 29.   29.
 29.   29.   29.   16.   29.   26.35 48.55 29.   29.   29.   29.   29.
 16.   29.   29.   29.   29.   16.   16.   16.   29.   29.   29.   43.95
 16.   29.   29.   29.   29.   29.   29.   29.   16.   16.   18.95 29.
 29.   29.   29.   29.   29.   16.   29.   16.   29.   29.   16.   29.
 29.  ]"
"[13, 16, 30]",[8.05304855 8.05304855 8.05304855],27.7934554973822,14.793455497382201,6.540153591617418,0.191,"[30.   16.   30.   30.   30.   30.   30.   30.   30.   30.   40.55 30.
 30.   30.   30.   30.   38.55 16.   16.   30.   30.   30.   30.   30.
 30.   30.   30.   30.   30.   16.   16.   16.   16.   30.   30.   30.
 30.   30.   30.   30.   30.   30.   30.   30.   16.   16.   16.   30.
 30.   30.   30.   30.   16.   30.   16.   32.75 30.   30.   30.   30.
 30.   30.   30.   35.2  30.   49.   34.2  30.   30.   30.   30.   30.
 30.   30.   16.   30.   30.   30.   30.   28.85 30.   30.   36.75 30.
 30.   30.   30.   30.   30.   30.   30.   30.   41.9  30.   30.   16.
 30.   30.   40.85 30.   30.   30.   16.   16.   16.   16.   30.   16.
 30.   16.   16.   30.   16.   30.   30.   30.   30.   30.   30.   19.85
 16.   30.   40.8  30.   30.   30.   31.55 39.15 30.   31.35 30.   30.
 30.   30.   30.   30.   30.   30.   30.   30.   16.   16.   30.   30.
 30.   16.   30.   30.   16.   30.   30.   30.   30.   30.   30.   30.
 16.   30.   16.   30.   16.   37.75 30.   16.   30.   16.   30.   16.
 16.   16.   30.   16.   16.   39.1  16.   30.   30.   30.   34.6  38.2
 16.   30.   30.   30.   33.6  30.   30.   30.   30.   30.   30.  ]"
"[13, 17, 18]",[8.05304855 8.05304855 8.05304855],19.70251256281407,6.702512562814071,6.007308674117186,0.199,"[18.   17.   18.   18.   18.   18.   30.25 18.   18.   18.   18.   18.
 49.05 18.   18.   18.   18.   38.95 18.   18.   46.8  17.   18.   18.
 31.35 18.   18.   18.   18.   17.   18.   18.   18.   18.   18.   17.
 46.35 18.   31.8  38.35 17.   17.   18.   18.   18.   25.   18.   18.
 18.   18.   21.55 18.   17.   18.   18.   18.   18.   18.   18.   18.
 17.   17.   17.   18.   18.   18.   31.75 18.   18.   18.   18.   18.
 18.   18.   18.   17.   18.   18.   42.65 18.   17.   26.35 18.   18.
 18.   18.   18.   17.   18.   18.   17.   18.   17.   18.   18.   18.
 18.   18.   18.   18.   18.   18.   18.   18.   18.   18.   18.   18.
 18.   17.   17.8  18.   18.   18.   18.   17.   18.   18.   48.9  37.95
 18.   17.   27.5  18.   18.   17.   17.   18.   18.   18.   18.   18.
 18.   18.   18.   31.85 18.   25.35 17.   17.   17.   18.   18.   20.8
 18.   18.   18.   46.8  18.   18.   18.   17.   18.   18.   18.   18.
 17.   18.   18.   17.   18.   18.   24.45 18.   26.1  18.   18.   17.
 18.   18.   18.   32.1  18.   18.   18.   18.   18.   18.   18.   18.
 18.   18.   18.   17.   18.   17.   18.   18.   18.   18.   18.   18.
 18.   18.   18.   18.   18.   18.   18.  ]"
"[13, 17, 19]",[8.05304855 8.05304855 8.05304855],21.05655021834061,8.056550218340611,6.85352845555822,0.229,"[19.   19.   19.   19.   19.   40.05 19.   19.   17.   19.   19.   17.
 19.   19.   17.   19.   17.   39.2  19.   17.   35.75 17.   48.15 47.75
 19.   19.   19.   19.   19.   19.   19.   17.   19.   40.05 19.   17.
 19.   19.   19.   19.   19.   17.   19.   19.   19.   19.   19.   19.
 19.   22.   19.   19.   19.   19.   41.55 19.   19.   19.   19.   17.
 19.   19.   19.   19.   41.65 19.   19.   19.   17.   17.   19.   19.
 19.   19.   19.   17.   19.   19.   19.   19.   19.   17.   19.   19.
 19.   24.6  19.   19.   17.   19.   19.   17.   17.   19.   19.   47.55
 19.   47.65 19.   19.   19.   19.   19.   17.   19.   19.   19.   19.
 35.05 19.   19.   17.   19.   19.   19.   19.   19.   17.   19.   19.
 19.   19.   35.75 19.   19.   19.   19.   17.   32.95 19.   33.7  17.
 19.   19.   19.   19.   19.   19.   19.   19.   19.   19.   34.5  17.
 19.   37.3  19.   19.   19.   19.   19.   19.   19.   17.   39.6  21.75
 19.   19.   19.   31.45 20.05 19.   17.   19.   19.   19.   19.   19.
 19.   19.   19.   19.   19.   20.2  19.   19.   19.   19.   46.8  17.
 19.   19.   19.   19.   31.25 17.   19.   19.   19.   17.   17.   19.
 19.   19.   19.   17.   39.35 19.   19.   31.45 19.   19.   19.   34.25
 17.   19.   19.   17.   19.   19.   48.9  19.   19.   35.7  19.   17.
 19.   17.   19.   19.   19.   19.   19.   44.   17.   19.   19.   19.
 19.  ]"
"[13, 17, 20]",[8.05304855 8.05304855 8.05304855],22.09253731343284,9.092537313432839,7.118209011555492,0.201,"[20.   17.   20.   20.   20.   20.   20.   22.9  20.   20.   26.65 42.9
 32.95 17.   20.   20.   20.   20.   17.   20.   20.   20.   20.   20.
 20.   20.   39.65 20.   17.   20.   20.   20.   45.   20.   20.   20.
 20.   20.   35.25 25.3  20.   20.   20.   20.   17.   20.   20.   20.
 17.   20.   20.   20.   20.   20.   20.   20.   20.   42.85 17.   29.15
 38.2  20.   17.   20.   20.   20.   20.   20.   20.   20.   20.   22.35
 20.   35.7  20.   20.   20.   20.   20.   20.   20.   17.   17.   20.
 20.   46.75 42.45 20.   20.   20.   20.   20.   20.   20.   35.   17.
 46.1  17.   20.   17.   20.   20.   17.   32.8  20.   20.   17.   20.
 17.   20.   20.   20.   20.   17.   20.   20.   20.   20.   20.   17.
 29.95 20.   20.   20.   45.85 38.35 20.   17.   20.   17.   20.   17.
 20.   44.55 20.   17.   20.   17.   25.45 20.   17.   20.   20.   17.
 20.   20.   20.   20.   20.   20.   20.   22.6  17.   20.   20.   20.
 20.   20.   17.   17.   36.95 20.   31.7  37.25 20.   20.   20.   20.
 17.   47.7  17.   20.   20.   17.   20.7  17.   30.25 17.   20.   20.
 20.   20.   20.   17.   17.   20.   20.   41.95 17.   46.55 20.   20.
 20.   20.   20.   20.   20.   46.85 20.   20.   20.  ]"
"[13, 17, 21]",[8.05304855 8.05304855 8.05304855],21.87974358974359,8.87974358974359,5.889772746989213,0.195,"[21.   17.   21.   21.   17.   21.   21.   21.   21.   21.   37.55 17.
 17.   17.   21.   21.   21.   17.   21.   17.   21.   21.   21.   21.
 21.   21.   21.   21.   17.   21.   17.   21.   21.   17.   21.   44.9
 21.   17.   21.   21.   21.   21.   48.9  21.   21.   17.   17.   21.
 17.   17.   21.   17.   17.   21.   21.   21.   21.   21.   21.   21.
 17.   17.   21.   21.   21.   21.   21.   21.   21.   17.   21.   21.
 31.5  21.   21.   17.   17.   21.   21.   41.7  21.   21.   17.   21.
 21.   21.   17.   41.3  21.   21.   21.   21.   21.   21.   21.   40.6
 21.   44.85 21.   21.   39.6  17.   29.2  46.45 21.   21.   21.   21.
 21.   21.   17.   21.   17.   21.   21.   17.   17.   21.   21.   41.
 21.   17.   21.   21.   21.   21.   21.   21.   21.   21.   17.   17.
 21.   21.   21.8  23.45 21.   31.   21.   21.   21.   31.   21.   29.75
 21.   21.   21.   21.   21.   27.15 21.   21.   21.   21.   21.   21.
 21.   42.   21.   36.55 21.   17.   21.   21.   21.   21.   21.   21.
 17.   21.   21.   21.   21.   21.   17.   21.   17.   21.   38.3  21.
 21.   21.   17.   21.   21.   21.   21.   21.   17.   21.   21.   21.
 21.   21.   17.  ]"
"[13, 17, 22]",[8.05304855 8.05304855 8.05304855],22.481407035175877,9.481407035175877,5.638006439621796,0.199,"[22.   22.   17.   47.6  22.   22.   22.   22.   17.   22.   22.   22.
 22.   17.   22.   22.   26.95 22.   22.   22.   17.   22.   22.   17.
 17.   22.   40.65 22.   22.   22.   22.   22.   22.   17.   22.   22.
 29.4  22.   22.   17.   22.   22.   22.   22.   22.   46.8  17.   17.
 22.   22.   22.   22.   22.   22.   22.   17.   22.   22.   22.   22.
 22.   22.   22.   17.   22.   22.   22.   22.   22.   22.   22.   22.
 17.   22.   46.5  22.   22.   17.   22.   17.   22.   17.   17.   22.
 22.   22.   17.   22.   22.   22.   17.   43.05 22.   17.   17.   22.
 22.   22.   17.   22.   22.   22.   22.   17.   22.   22.   22.   22.
 22.   22.   22.   22.   17.   17.   22.   22.   28.25 22.   22.   17.
 40.85 30.1  22.   22.   22.   22.   22.   22.   22.   22.   22.   22.
 17.   22.   22.   22.   22.   39.75 45.5  47.8  22.   22.   22.   22.
 17.   22.   17.   22.   17.   22.   17.   17.   22.   22.   22.   22.
 22.   22.   38.25 22.   22.   22.   22.   22.   22.   22.   17.   22.
 22.   22.   22.   22.   23.85 22.   22.   22.   22.   22.   22.   17.
 22.   22.   22.   22.   22.   22.   17.   17.   22.15 22.   22.   22.
 22.   22.   34.95 22.   22.   39.4  22.  ]"
