RT Treatment Days,RT Dose,Mean Treatment Time From Starting Tumour Size,Mean Treatment Time After Treatment Started,SD Treatment Time,TCP,List of Treatment Times
"[16, 17, 26]",[8.05304855 8.05304855 8.05304855],24.9775,8.9775,5.255169478713317,0.16,"[26.   26.   26.   17.   26.   26.   26.   26.   26.   26.   26.   26.
 26.   42.2  17.   26.   17.   26.   26.   26.   26.   26.   26.   26.
 26.   26.   26.   17.   26.   17.   17.   26.   26.   32.85 26.   26.
 39.25 26.   26.   17.   26.   17.   28.8  26.   26.   26.   26.   17.
 26.   26.   26.   26.   26.   26.   33.2  26.   26.   48.7  17.   37.4
 17.   26.   26.   26.   26.   26.   26.   26.   26.   26.   17.   17.
 17.   26.   17.   26.   26.   26.   26.   26.   17.   26.   26.   26.
 26.   39.2  39.95 26.   17.   26.   26.   26.   26.   26.   26.   42.1
 26.   26.   26.   26.   26.   26.   26.   26.   26.   17.   26.   26.
 17.   26.   26.   26.   26.   17.   26.   26.   26.   26.   17.   17.
 17.   26.   26.   17.   26.   26.   17.   17.   17.   17.   26.   26.
 26.   26.   26.   26.   26.   26.   17.   26.   26.   26.   26.   26.
 26.   26.   17.   26.   26.   35.75 26.   26.   26.   26.   26.   26.
 26.   17.   17.   17.  ]"
"[16, 17, 27]",[8.05304855 8.05304855 8.05304855],26.18125,10.181249999999999,6.244156047619551,0.168,"[27.   17.   27.   27.   27.   27.   27.   17.   27.   45.55 27.   27.
 27.   27.   27.   27.   27.   27.   27.   27.   27.   27.   17.   17.
 27.   27.   27.   17.   27.   27.   27.   27.   27.   27.   28.6  27.
 27.   17.   27.   27.   17.   27.   39.   27.   27.   27.   17.   27.
 34.65 27.   27.   27.   17.   44.6  28.3  42.25 27.   17.   27.   27.
 17.   27.   27.   27.55 38.05 27.   17.   27.   27.   27.   46.4  27.
 27.   27.   38.5  17.   27.   17.   17.   27.   27.   27.   27.   17.
 27.   17.   27.   17.   27.   30.   17.   17.   27.   27.   27.   27.
 27.   27.   27.   17.   27.   27.   27.   27.   17.   27.   27.   27.
 17.   27.   27.   27.   17.   27.   27.   27.   17.   27.   17.   27.
 27.   27.   27.   27.   27.   27.   31.35 27.   17.   27.   27.   17.
 41.75 27.   17.   17.   27.   45.45 27.   27.   27.   27.   27.   27.
 29.3  27.   27.   17.   27.   43.7  38.9  27.   31.35 27.   27.   17.
 17.   17.   17.   27.   27.   27.   27.   47.2  27.   27.   27.   27.  ]"
"[16, 17, 28]",[8.05304855 8.05304855 8.05304855],27.003235294117648,11.003235294117648,6.583917893396729,0.17,"[17.   28.   17.   28.   28.   17.   28.   28.   28.   17.   17.   28.
 28.   17.   28.   45.85 28.   28.   28.   28.   28.   28.   17.   17.
 28.   28.   17.   28.   28.   46.15 17.   28.   28.   28.   17.   17.
 28.   28.   28.   28.   28.   28.   28.   28.   17.   28.   28.   36.85
 28.   28.   28.   17.   45.6  42.1  28.   40.   31.8  17.   28.   28.
 17.   17.   28.   28.   28.   28.   45.7  28.   28.   28.   43.45 28.
 28.   17.   28.   28.   28.   28.   17.   28.   45.75 28.   28.   28.
 28.   48.   28.   28.   28.   28.   28.   28.   28.   28.   28.   28.
 28.   28.   17.   28.   28.   28.   28.   28.   28.   28.   28.   17.
 28.   17.   17.   17.   28.   28.   28.   28.   17.   28.   28.   28.
 28.   38.1  28.   17.   17.   17.   28.   28.   28.   28.   28.   28.
 17.   28.   39.25 28.   28.   28.   28.   28.   28.   28.   28.   17.
 17.   28.   28.   28.   28.   28.   28.   28.   28.   17.   28.   28.
 28.   28.   28.   28.   17.   28.   28.   45.   28.   17.   31.25 38.7
 28.   17.  ]"
"[16, 17, 29]",[8.05304855 8.05304855 8.05304855],26.794970414201185,10.794970414201185,6.0859077810820255,0.169,"[17.   17.   29.   29.   17.   29.   17.   29.   29.   29.   29.   29.
 29.   29.   29.   29.   29.   17.   29.   33.65 29.   29.   17.   29.
 29.   29.   29.   29.   29.   29.   29.   29.   29.   17.   29.   29.
 29.   29.   29.   29.   29.   29.   29.   29.   17.   29.   17.   29.
 29.   29.   29.   33.25 36.65 44.95 29.   29.   17.   29.   29.   29.
 29.   29.   29.   17.   29.   29.   17.   29.   29.   29.   17.   17.
 29.   17.   29.   17.   43.4  29.   29.   17.   35.1  17.   17.   29.
 29.   29.   29.   29.   29.   29.   29.   29.   29.   29.7  29.   17.
 29.   29.   17.   17.   29.   29.   17.   29.   29.   29.   29.   29.
 29.   29.   29.   17.   29.   17.   29.   29.   29.   33.15 17.   29.
 29.   29.   29.   36.2  29.   30.35 47.25 29.   29.   17.   17.   29.
 17.   17.   29.   29.   29.   29.   29.   29.   29.   29.   17.   17.
 29.   29.   17.   41.9  29.   29.   17.   26.65 17.   29.   17.   29.
 29.   29.   29.   29.   17.   29.   17.   17.   29.   41.15 29.   29.
 17.  ]"
"[16, 17, 30]",[8.05304855 8.05304855 8.05304855],28.7027027027027,12.702702702702702,6.503275639764123,0.148,"[30.   17.   30.   30.   30.   39.7  30.   30.   17.   30.   30.   30.
 30.   17.   30.   45.85 30.   30.   30.   30.   30.   30.   30.   30.
 30.   17.   30.   30.   30.   30.   17.   30.   30.   30.   30.   30.
 30.   17.   30.   30.   30.   35.1  30.   30.   30.   30.   30.   17.
 30.   17.   17.   45.55 30.   17.   35.35 30.   17.   30.   30.   30.
 30.   30.   30.   30.   17.   17.   30.   47.   30.   30.   17.   30.
 30.   17.   30.   30.   30.   30.   17.   30.   43.15 30.   31.5  30.
 17.   30.   30.   30.   30.   17.   30.   17.   30.   17.   30.   30.
 17.   30.   30.   30.   41.95 30.   45.4  30.   30.   30.   30.   17.
 30.   30.   30.   17.   30.   30.   30.   30.   17.   30.   30.   30.
 30.   30.   30.   30.   30.   30.   30.   30.   30.   30.   30.   30.
 30.   17.   30.   30.   30.   30.   30.   30.   30.   48.   30.   17.
 30.   47.45 30.   30.  ]"
"[16, 18, 19]",[8.05304855 8.05304855 8.05304855],20.696428571428573,4.696428571428573,6.163317653475701,0.182,"[19.   18.   19.   19.   19.   19.   18.   34.25 19.   19.   19.   19.
 19.   19.   45.25 19.   43.85 19.   19.   19.   38.55 19.   19.   19.
 19.   19.   19.   19.   19.   19.   19.   18.   19.   18.   19.   19.
 19.   19.   19.   19.   19.   19.   19.   45.15 18.   19.   19.   18.
 19.   26.75 19.   19.   18.   18.   19.   19.   19.   19.   18.   19.
 18.   19.   19.   19.   19.   18.   19.   19.   19.   19.   19.   19.
 18.   35.2  19.   19.   19.   19.   19.   18.   22.2  18.   19.   18.
 19.   19.   19.   19.   19.   19.   48.8  19.   19.   18.   19.   19.
 19.   19.   19.   18.   19.   19.   18.   19.   19.   19.   43.1  18.
 19.   19.   19.   19.   19.   18.   19.   19.   19.   19.   19.   19.
 19.   19.   19.   18.   19.   19.   19.   19.   19.   27.25 33.35 48.8
 19.   19.   19.   43.9  18.   19.   19.   19.   19.   19.   19.   19.
 19.   19.   19.   18.   31.   19.   30.85 18.   18.   19.   19.   19.
 25.6  19.   19.   19.   18.   19.   19.   19.   19.   19.   25.   48.2
 19.   19.   20.7  18.   19.   19.   18.   19.   19.   19.   19.   18.
 19.   19.  ]"
"[16, 18, 20]",[8.05304855 8.05304855 8.05304855],21.344791666666666,5.344791666666666,5.833784859757047,0.192,"[21.45 20.   18.   20.   20.   20.   20.   20.   20.   18.   20.   18.
 43.9  20.   20.   20.   20.   18.   47.1  24.8  20.   20.   20.   20.
 18.   20.   20.   20.   42.9  18.   20.   20.   20.   20.   20.   18.
 20.   20.   20.   18.   20.   20.   20.   20.   20.   20.   20.   20.
 27.3  20.   30.9  20.   20.   20.   20.   20.   20.   20.   20.   20.
 20.   20.   18.   46.4  28.7  18.   20.   20.   20.   20.   20.   20.
 20.   18.   20.   18.   20.   20.   20.   20.   20.   20.   20.   18.
 20.   18.   18.   20.   18.   20.   20.   20.   20.   46.4  20.   20.
 20.   20.   20.   20.   20.   20.   20.   18.   20.   20.   20.   20.
 20.   18.   18.   20.   18.   20.   20.   20.   20.   20.   20.   49.05
 20.   20.   20.   39.25 20.   20.   31.85 20.   18.   20.   20.   20.
 18.   41.25 20.   20.   20.   20.   34.05 45.   18.   20.   20.   20.
 20.   20.   20.   18.   20.   20.   20.   20.   20.   20.   18.   20.
 20.   20.   20.   20.   20.   20.   20.   30.1  41.45 20.   20.   18.
 18.   20.   20.   20.   20.   18.   20.   18.   20.   20.   20.   18.
 20.   20.   20.   20.   28.35 20.   20.   20.   20.   20.   20.   18.  ]"
"[16, 18, 21]",[8.05304855 8.05304855 8.05304855],22.159,6.158999999999999,6.317932335820005,0.15,"[21.   21.   21.   21.   18.   34.45 21.   18.   21.   21.   21.   21.
 18.   21.   18.   21.   21.   21.   21.   21.   21.   21.   21.   18.
 21.   21.   35.9  21.   21.   21.   21.   21.   44.2  21.   21.   18.
 21.   21.   21.   18.   21.   21.   21.   41.9  18.   21.   21.   21.
 21.   21.   21.   21.   21.   21.   21.   21.   21.   21.   18.   21.
 21.   18.   21.   18.   21.   18.   21.   21.   21.   21.   47.05 21.
 21.   21.   21.   21.   21.   21.   21.   21.   18.   21.   21.   21.
 21.   21.   21.   21.   21.   21.   21.   21.   21.   21.   21.   44.85
 18.   18.   21.   18.   21.   47.35 18.   21.   21.   46.7  48.15 18.
 21.   21.   18.   21.   21.   21.   21.   21.   21.   18.   21.   18.
 21.   21.   21.   44.8  18.   18.   21.   41.4  21.   18.   21.   18.
 21.   21.   21.   21.   21.   21.   21.   18.   18.   21.   18.   21.
 18.   21.   21.   21.   36.1  21.  ]"
"[16, 18, 22]",[8.05304855 8.05304855 8.05304855],22.522929936305733,6.522929936305733,4.734140437607357,0.157,"[18.   22.   22.   22.   42.55 29.1  22.   22.   22.   22.   18.   18.
 22.   22.   22.   22.   18.   40.55 32.7  22.   22.   22.   22.   22.
 22.   22.   22.   22.   22.   22.   22.   22.   18.   22.   22.   18.
 22.   22.   22.   18.   22.   22.   22.   18.   18.   22.   22.   22.
 22.   22.   22.   22.   22.   22.   22.   22.   18.   22.   22.   22.
 22.   43.35 22.   22.   22.   18.   22.   22.   22.   22.   18.   22.
 22.   22.   22.   22.   18.   22.   22.   18.   22.   22.   22.   22.
 22.   22.   22.   22.   22.   22.   29.15 38.45 22.   18.   22.   22.
 22.   22.   22.   24.9  18.   18.   22.   22.   18.   22.   22.   22.
 22.   22.   22.   18.   32.15 39.5  22.   22.   22.   22.   22.   18.
 22.   22.   22.   22.   18.   22.   18.   43.4  22.   22.   39.15 22.
 22.   18.   20.85 18.   22.   18.   22.   22.   22.   22.   22.   22.
 22.   22.   38.3  22.   22.   22.   22.   22.   22.   18.   22.   22.
 22.  ]"
"[16, 18, 23]",[8.05304855 8.05304855 8.05304855],23.988719512195118,7.988719512195118,6.3431265041898595,0.164,"[23.   23.   23.   23.   18.   23.   18.   23.   23.   23.   23.   23.
 23.   23.   18.   23.   23.   23.   23.   18.   23.   47.85 18.   49.05
 23.   23.   23.   23.   23.   47.8  23.   23.   23.   23.   18.   39.9
 23.   28.05 30.2  45.7  23.   23.   45.   18.   18.   23.   18.   23.
 23.   23.   23.   34.95 23.   23.   18.   23.   23.   23.   18.   23.
 23.   23.   18.   23.   23.   40.7  23.   23.   23.   18.   18.   23.
 23.   23.   23.   23.   23.   23.   25.5  23.   23.   23.   18.   23.
 23.   23.   23.   18.   44.   18.   23.   23.   46.25 18.   23.   18.
 23.   23.   18.   23.   23.   23.   18.   23.   18.   24.85 23.   23.
 23.   23.   34.55 23.   23.   18.   23.   23.   23.   18.   23.   38.9
 24.6  23.   23.   18.   23.   23.   23.   23.   23.   29.55 23.   23.
 23.   23.   45.7  23.   23.   23.   18.   23.   18.   23.   23.   23.
 35.05 23.   23.   23.   23.   23.   37.   23.   23.   23.   23.   23.
 23.   18.   18.   23.   23.   23.   18.   23.  ]"
"[16, 18, 24]",[8.05304855 8.05304855 8.05304855],23.656962025316453,7.656962025316453,5.124310599987105,0.158,"[41.85 24.   24.   42.7  24.   24.   24.   24.   24.   24.   18.   18.
 18.   35.7  24.   24.   37.6  24.   18.   24.   24.   24.   24.   24.
 24.   24.   24.   45.4  18.   18.   24.   24.   18.   24.   24.   24.
 24.   18.   24.   32.55 18.   24.   24.   24.   24.   24.   18.   24.
 18.   18.   24.   18.   24.   24.   24.   18.   24.   24.   24.   24.
 24.   18.   24.   24.   24.   24.   24.   24.   24.   24.   24.   24.
 24.   24.   18.   18.   24.   18.   18.   24.   24.   18.   25.85 18.
 24.   18.   24.   24.   18.   24.   24.   18.   18.   24.   24.   24.
 18.   35.35 24.   24.   18.   24.   18.   24.   40.8  24.   24.   24.
 24.   18.   24.   24.   24.   24.   24.   24.   24.   24.   24.   24.
 18.   24.   24.   24.   24.   24.   24.   24.   24.   28.1  24.   24.
 18.   18.   24.   18.   24.   18.   24.   24.   24.   24.   24.   18.
 18.   24.   24.   24.   24.   24.   24.   24.   46.55 24.   24.   43.35
 18.   24.  ]"
"[16, 18, 25]",[8.05304855 8.05304855 8.05304855],25.10742857142857,9.10742857142857,5.234795857860113,0.175,"[25.   40.25 18.   25.   18.   25.   25.   25.   25.   25.   25.   18.
 25.   25.   25.   25.   18.   25.   25.   25.   18.   25.   25.   25.
 25.   25.   25.   25.   25.   25.   25.   26.65 25.   25.   25.   25.
 25.   25.   25.   18.   47.95 25.   25.   25.   25.   25.   25.   36.75
 43.25 41.2  25.   25.   25.   25.   25.   18.   18.   18.   25.   25.
 25.   25.   18.   25.   35.3  25.   36.25 47.7  18.   43.6  25.   25.
 25.   28.35 22.05 25.   25.   25.   25.   25.   25.   25.   25.   25.
 25.   25.   25.   25.   25.   47.8  25.   25.   25.   22.45 25.   25.
 25.   25.   25.   25.   18.   25.   25.   25.   25.   25.   31.3  24.85
 25.   25.   25.   25.   25.   25.   25.   18.   25.   25.   25.   25.
 25.   25.   25.   25.   25.   18.   18.   18.   25.   25.   25.   25.
 42.95 18.   25.   25.   18.   25.   25.   18.   25.   25.   18.   25.
 25.   25.   28.15 25.   25.   25.   25.   25.   18.   25.   18.   25.
 25.   25.   25.   18.   25.   25.   25.   25.   25.   25.   25.   18.
 25.   25.   25.   25.   18.   18.   29.  ]"
"[16, 18, 26]",[8.05304855 8.05304855 8.05304855],26.61897590361446,10.618975903614459,6.028940108405845,0.166,"[26.   18.   26.   26.   26.   26.   26.   26.   18.   26.   26.   18.
 26.   26.   26.   26.   26.   26.   27.05 18.   26.   26.   26.   26.
 26.   18.   18.   26.   26.   20.8  26.   26.   26.   26.   30.9  26.
 26.   26.   18.   26.   18.   26.   26.   26.   26.   26.   43.3  26.
 26.   26.   18.   26.   26.   46.05 37.65 26.   45.65 26.   30.55 26.
 26.   26.   26.   26.   26.   26.   26.   26.   26.   42.2  26.   26.
 38.1  35.1  18.   18.   26.   18.   26.   26.   26.   26.   26.   26.
 40.15 26.   26.   26.   26.   26.   26.   41.75 26.   26.   26.   26.
 26.   26.   26.   26.   26.   26.   26.   40.25 26.   26.   26.   18.
 18.   33.35 26.   26.   18.   26.   18.   26.   26.   44.1  26.   26.
 26.   26.   18.   40.05 26.   26.   26.   39.6  26.   26.   36.7  26.05
 26.   26.   18.   18.   26.   26.   26.   26.   26.   26.   26.   46.55
 26.   18.   44.3  26.   18.   26.   26.   26.   34.   26.   18.   18.
 26.   30.55 30.45 18.   45.55 26.   26.   26.   26.   26.  ]"
"[16, 18, 27]",[8.05304855 8.05304855 8.05304855],26.735151515151518,10.735151515151518,5.614875330498725,0.165,"[27.   18.   27.   27.   27.   44.9  27.   27.   27.   41.   27.   27.
 27.   27.   18.   18.   27.   27.   18.   27.   27.   27.   18.   18.
 45.95 27.   27.   27.   43.25 27.   27.   18.   18.   27.   37.65 27.
 27.   27.   27.   27.   27.   27.   27.   27.   27.   27.   18.   27.
 18.   27.   27.   34.75 27.   27.   27.   18.   44.8  27.   31.4  27.
 27.   38.1  27.   27.   18.   27.   27.   27.   27.   18.   18.   18.
 27.   27.   27.   27.   27.   27.   27.   27.   27.   18.   27.   27.
 27.   27.   18.   27.   40.55 27.   27.   27.   27.   27.   27.   27.
 27.   27.   27.   18.   30.35 27.   27.   27.   27.   27.   27.   27.
 27.   27.   18.   27.   27.   27.   18.   27.   27.   27.   27.   27.
 27.   18.   18.   40.1  27.   27.   18.   38.95 27.   27.   27.   27.
 27.   18.   27.   27.   27.   27.   27.   18.   18.   27.   27.   27.
 27.   43.2  27.   27.   18.   18.   31.7  27.   27.   27.   36.85 27.
 27.   27.   27.   27.   27.   43.8  27.   27.   27.  ]"
"[16, 18, 28]",[8.05304855 8.05304855 8.05304855],26.68633540372671,10.686335403726709,5.554996037862858,0.161,"[28.   28.   32.85 18.   28.   28.   28.   18.   18.   39.9  28.   28.
 28.   28.   18.   28.   28.   28.   28.   28.   28.   28.   28.   18.
 28.   28.   28.   28.   28.   28.   28.   18.   48.7  28.   18.   28.
 18.   28.   28.   38.65 18.   28.   28.   28.   18.   28.   28.   28.
 18.   18.   28.   41.1  28.   18.   28.   28.   18.   28.   28.   28.
 28.   28.   18.   28.   28.   28.9  28.   28.   28.   28.   18.   28.
 28.   28.   28.95 18.   28.   28.   18.   28.   28.   18.   32.55 28.
 28.   34.   28.   28.   28.   47.95 28.   28.   28.   28.   28.   28.
 18.   18.   28.   28.   28.   35.95 18.   28.   28.   28.   28.   18.
 18.   28.   28.   28.   38.95 40.05 28.   28.   28.   28.   28.   28.
 28.   18.   29.9  28.   18.   28.   18.   35.75 28.   28.   28.   28.
 28.   28.   18.   28.   32.35 28.   28.   28.   28.   28.   18.   28.
 18.   28.   18.   18.   18.   28.   28.   28.   28.   28.   28.   28.
 28.   28.   28.   18.   18.  ]"
"[16, 18, 29]",[8.05304855 8.05304855 8.05304855],28.292953020134227,12.292953020134227,5.979063079322524,0.149,"[29.   29.   29.   29.   29.   18.   29.   29.   44.95 29.   29.   29.
 29.   29.   48.25 29.   29.   18.   29.   29.   29.   33.65 29.   18.
 29.   29.   18.   29.   29.   29.   29.   21.8  29.   29.   29.   29.
 29.   29.   38.05 29.   29.   29.   29.   29.   18.   35.6  35.55 29.
 29.   29.   29.   40.75 29.   29.   45.95 18.   18.   29.   18.   29.
 33.3  18.   29.   31.95 29.   29.   29.   29.   29.   18.   29.   29.
 29.   29.   29.   29.   29.   29.   29.   29.   46.5  29.   29.   18.
 18.   29.   29.   41.45 29.   18.   29.   29.   39.8  18.   29.   29.4
 29.   31.6  29.   18.   29.   18.   29.   29.   18.   29.   18.   29.
 29.   18.   29.   18.   29.   29.   29.   29.   29.   29.   29.   48.
 29.   29.   29.   33.85 18.   29.   18.   29.   29.   29.   29.   18.
 29.   18.   38.1  29.   18.   29.   29.   31.15 29.   29.   29.   29.
 29.   29.   29.   29.   29.  ]"
"[16, 18, 30]",[8.05304855 8.05304855 8.05304855],28.53694029850746,12.53694029850746,6.330941339972049,0.134,"[30.   30.   18.   30.   35.35 33.45 30.   30.   18.   30.   35.85 30.
 30.   18.   30.   18.   30.   30.   18.   30.   30.   38.1  30.   30.
 30.   30.   18.   30.   30.   30.   30.   30.   30.   30.   30.   30.
 18.   32.7  37.8  30.   18.   30.   18.   30.   30.   30.   30.   30.
 30.   30.   30.   30.   18.   30.   30.   38.1  18.   31.45 30.   18.
 30.   30.   30.   30.   48.8  18.   18.   18.   29.1  30.   30.   30.
 30.   47.5  30.   30.   30.   30.   30.   30.   23.65 18.   18.   30.
 30.   30.   30.   30.   30.   18.   30.   18.   30.   18.   30.   18.
 35.   30.   45.45 18.   30.   30.   30.   18.   30.   41.65 30.   30.
 30.   18.   47.25 30.   30.   30.   27.3  30.05 30.   39.4  30.   30.
 18.   18.   30.   30.   30.   30.   30.   30.   30.   18.   30.   30.
 30.   30.  ]"
"[16, 19, 20]",[8.05304855 8.05304855 8.05304855],21.433888888888887,5.433888888888887,5.5427220938701725,0.18,"[20.   20.   20.   20.   20.   20.   20.   20.   20.   20.   20.   19.
 20.   19.   20.   20.   20.   20.   19.   19.   20.   39.1  20.   20.
 20.   23.25 20.   19.   29.85 20.   20.   19.   20.   20.   20.   20.
 20.   25.25 20.   20.   19.   20.   20.   19.   20.   20.   20.   20.
 20.   20.   20.   20.   20.   20.   20.   46.35 20.   49.   20.   20.
 20.   20.   20.   19.   20.   46.75 36.65 20.   20.   19.   19.   20.
 20.   19.   20.   20.   34.2  19.   20.   20.   37.95 20.   20.   20.
 20.   23.85 19.   19.   20.   20.   20.   20.   20.   20.   19.   19.
 20.   20.   20.   20.   20.   20.   19.   19.   39.3  45.75 20.   20.
 47.15 20.   20.   20.   19.   20.   19.   19.   20.   20.   20.   19.
 20.   20.   27.55 20.   20.   20.55 20.   20.   20.   20.   20.   19.
 20.   20.   20.   20.   20.   19.   20.   19.   20.   20.   20.   20.
 20.   20.   20.   20.   20.   32.45 20.   20.   19.   20.   19.   19.
 20.   20.   20.   20.   20.   20.   20.   20.   20.   20.   20.   19.
 20.   20.   19.   20.   20.   20.   32.45 20.   19.   20.   32.7  20.  ]"
"[16, 19, 21]",[8.05304855 8.05304855 8.05304855],22.20782828282828,6.207828282828281,5.247204819230679,0.198,"[21.   19.   21.   21.   21.   21.   21.   21.   21.   21.   21.   19.
 21.   21.   21.   21.   21.   21.   21.   21.   35.2  21.   21.   21.
 21.   21.   19.   23.2  21.   21.   21.   21.95 19.   21.   21.   21.2
 21.   21.   37.6  21.   19.   21.   19.   21.   21.   21.   21.   21.
 21.   21.   19.   21.   21.   21.   21.   21.   21.   19.   21.   21.
 21.   21.   35.15 19.   19.   19.   39.15 21.   19.   21.   19.   21.
 21.   21.   21.   21.   19.   21.   21.   21.   21.   21.   21.   19.
 21.   19.   21.   21.   21.   21.   21.   21.   21.   21.   21.   21.
 21.   21.   21.   32.15 21.   21.   21.   21.   21.   21.   37.9  21.
 21.   21.   21.   33.7  21.   21.   21.   25.9  21.   21.   21.   21.
 21.   19.   21.   21.   41.45 21.   44.15 21.   21.   21.   44.05 36.05
 21.   21.   19.   21.   19.   31.9  21.   21.   19.   19.   21.   21.
 21.   21.   19.   21.   21.   21.   21.   48.55 21.   21.   21.   19.
 21.   21.   19.   19.   21.   24.85 19.   45.3  21.   19.   21.   21.
 21.   21.   19.   23.7  21.   21.   21.   21.   21.   21.   21.   21.
 19.   21.   21.   21.   21.   21.   21.   41.35 21.   21.   40.7  21.
 21.   19.   19.   21.   21.   19.  ]"
"[16, 19, 22]",[8.05304855 8.05304855 8.05304855],22.9,6.899999999999999,4.938274883350401,0.17,"[22.   22.   22.   22.   22.   22.   19.   22.   22.   22.   22.   22.
 22.   22.   22.   22.   22.   22.   22.   22.   22.   22.   30.6  45.5
 22.   22.   36.85 25.15 22.   22.   22.   22.   22.   22.   22.   22.
 22.   19.   22.   22.   22.   22.   22.   19.   22.   22.8  45.45 22.
 22.   42.5  22.   22.   22.   22.   22.   22.   19.   22.   22.   22.
 22.   22.   22.   19.   22.   22.   22.   22.   22.   22.   22.   22.
 19.   22.   22.   22.   19.   19.   22.   22.   19.   22.   22.   19.
 35.65 22.   22.   22.   22.   22.   27.6  22.   22.   22.   22.   22.
 22.   22.   22.   22.   22.   22.   22.   19.   22.   22.   22.   22.
 19.   22.   22.   42.55 19.   22.   22.   22.   46.6  22.   22.   22.
 22.   22.   22.   22.   22.   19.   19.   22.   22.   22.   19.   22.
 22.   41.6  22.   38.8  22.   22.   19.   19.   22.   22.   19.   22.
 27.6  22.   22.   39.75 22.   22.   22.   22.   22.   22.   19.   22.
 22.   22.   22.   22.   22.   22.   22.   19.   22.   22.   22.   19.
 22.   22.  ]"
"[16, 19, 23]",[8.05304855 8.05304855 8.05304855],23.57296511627907,7.572965116279072,5.1598330082670065,0.172,"[23.   19.   35.95 23.   23.   36.6  23.   23.   23.   23.   22.85 38.35
 19.   19.   19.   33.35 23.   23.   23.   19.   19.   23.   23.   23.
 23.   23.   23.   23.   23.   28.9  23.   23.   43.8  23.   23.   23.
 42.65 44.95 23.   19.   45.55 23.   23.   19.   23.   23.   23.   23.
 23.   19.   19.   19.   19.   23.   23.   19.   19.   23.   23.   19.
 23.   23.   23.   23.   23.   23.   23.   23.   23.   19.   19.   23.
 19.   23.   23.   23.   23.   23.   23.   23.   23.   23.   19.   23.
 23.   19.   23.   19.   35.1  37.5  23.   23.   19.   23.   23.   23.
 19.   23.   23.   19.   23.   23.   37.9  24.35 23.   23.   42.25 19.
 23.   23.   19.   23.   25.25 23.   46.35 19.   23.   23.   23.   23.
 23.   19.   23.   19.   23.   23.   23.   23.   23.   23.   23.   23.
 19.   23.   19.   23.   23.   23.   23.   23.   23.   23.   23.   28.35
 23.   19.   23.   23.   23.   23.   23.   23.   23.   19.   23.   23.
 23.   23.   25.55 23.   23.   19.   23.   23.   23.   19.   23.   23.
 23.   23.   23.   23.  ]"
"[16, 19, 24]",[8.05304855 8.05304855 8.05304855],24.848295454545454,8.848295454545454,5.591551809648136,0.176,"[19.   24.   24.   24.   24.   46.55 45.35 24.   24.   19.   19.   24.
 24.   24.   24.   24.   19.   24.   24.   24.   24.   24.   24.   35.15
 24.   24.   24.   19.   24.   19.   24.   19.   24.   24.   24.   24.
 24.   24.   24.   24.   24.   27.85 25.95 24.   24.   24.   36.95 19.
 19.   24.   24.   24.   19.   39.   24.   24.   24.   24.   24.   24.
 24.   35.4  24.   24.   24.   24.   24.   45.35 24.   40.9  32.05 24.
 24.   24.   37.   24.   24.   24.   19.   19.   24.   24.   24.   24.
 24.   24.   24.   24.   24.   24.   24.   19.   24.   24.   24.   24.
 24.   44.05 47.5  24.   24.   24.   24.   24.   24.   24.   24.   24.
 24.   24.   19.   24.   24.   19.   24.   24.   24.   24.25 24.   24.
 24.   24.   24.   24.   24.   24.   24.   24.   24.   24.   24.   24.
 24.   24.   24.   19.   24.   24.   24.   24.   24.   24.   24.   24.
 24.   24.   19.   24.   19.   24.   24.   24.   19.   19.   24.   24.
 48.8  24.   24.   24.   19.   24.   24.   24.   19.   24.   24.   46.35
 24.   19.   24.   24.   42.85 19.   24.   24.  ]"
"[16, 19, 25]",[8.05304855 8.05304855 8.05304855],25.29969325153374,9.29969325153374,4.951756510970849,0.163,"[25.   25.   25.   25.   25.   25.   25.   25.   25.   19.   25.   25.
 25.   25.   25.   45.35 25.   25.   25.   19.   25.   19.   25.   25.
 25.   25.   25.   25.   25.   47.85 25.   25.   25.   19.   26.1  25.
 38.2  39.35 25.   25.   25.   25.   25.   25.   25.   19.   19.   25.
 25.   25.   30.2  25.   25.   25.   25.   32.65 19.   25.   25.   25.
 25.   28.35 19.   25.   25.   19.   25.   25.   19.   25.   25.   25.
 25.   25.   34.45 25.   19.   19.   35.3  25.   25.   25.   25.   32.15
 25.   25.   25.   25.   25.   19.   25.   25.   25.   25.   25.   44.25
 25.   25.   31.   25.   19.25 25.   19.   25.   25.   19.   25.   25.
 30.7  25.   25.   25.   19.   25.   25.   25.   25.   25.   25.   25.
 25.   19.   19.   25.   25.   45.55 25.   19.   25.   25.   41.45 25.
 25.   25.   25.   40.85 25.   19.   25.   25.   25.   19.   25.   19.
 25.   25.   25.   25.   19.   30.85 25.   25.   25.   25.   25.   19.
 25.   25.   25.   19.   25.   25.   25.  ]"
